CSV Report,2023-11-15_RNA_melting_MgCl2_KCl.csv
Worksheet Type,Thermal

METHOD
X mode,nm
Y mode,Abs
Collect mode,Wavelength
Wavelengths (nm),260.00,400.00
Averaging Time (s),.1
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Zero,Off
Experiment Zones,1

Temperature Collection
Start (°C),90.0
Return (°C),21.0

Derivative
Lower limit (°C),-5
Upper limit (°C),110

Number of stages,4
Stage,Collect data,Data Interval (°C),Rate (°C/min),End (°C),Hold (min)
Stage 1,Yes,1.0,1.0,21.0,2.00
Stage 2,Yes,1.0,1.0,90.0,2.00
Stage 3,Yes,1.0,1.0,21.0,2.00
Stage 4,Yes,1.0,1.0,90.0,0.00

SAMPLES
Name,500 mM MgCl2_260.00nm_90.0-21.0C,,500 mM MgCl2_260.00nm_21.0-90.0C,,500 mM MgCl2_260.00nm_90.0-21.0C_R1,,500 mM MgCl2_260.00nm_21.0-90.0C_R1,,50 mM MgCl2_260.00nm_90.0-21.0C,,50 mM MgCl2_260.00nm_21.0-90.0C,,50 mM MgCl2_260.00nm_90.0-21.0C_R1,,50 mM MgCl2_260.00nm_21.0-90.0C_R1,,25 mM MgCl2_260.00nm_90.0-21.0C,,25 mM MgCl2_260.00nm_21.0-90.0C,,25 mM MgCl2_260.00nm_90.0-21.0C_R1,,25 mM MgCl2_260.00nm_21.0-90.0C_R1,,10 mM MgCl2_260.00nm_90.0-21.0C,,10 mM MgCl2_260.00nm_21.0-90.0C,,10 mM MgCl2_260.00nm_90.0-21.0C_R1,,10 mM MgCl2_260.00nm_21.0-90.0C_R1,,500 mM MgCl2_400.00nm_90.0-21.0C,,500 mM MgCl2_400.00nm_21.0-90.0C,,500 mM MgCl2_400.00nm_90.0-21.0C_R1,,500 mM MgCl2_400.00nm_21.0-90.0C_R1,,50 mM MgCl2_400.00nm_90.0-21.0C,,50 mM MgCl2_400.00nm_21.0-90.0C,,50 mM MgCl2_400.00nm_90.0-21.0C_R1,,50 mM MgCl2_400.00nm_21.0-90.0C_R1,,25 mM MgCl2_400.00nm_90.0-21.0C,,25 mM MgCl2_400.00nm_21.0-90.0C,,25 mM MgCl2_400.00nm_90.0-21.0C_R1,,25 mM MgCl2_400.00nm_21.0-90.0C_R1,,10 mM MgCl2_400.00nm_90.0-21.0C,,10 mM MgCl2_400.00nm_21.0-90.0C,,10 mM MgCl2_400.00nm_90.0-21.0C_R1,,10 mM MgCl2_400.00nm_21.0-90.0C_R1,
,63,0.296529201820184,48,0.288150707774623,63,0.325152154149639,48,0.319983353441522,63,0.275048165660678,48,0.262246286134442,63,0.297283229933519,48,0.284999794876445,63,0.277407352338922,48,0.263961163201596,63,0.296734244832536,48,0.284376253507619,63,0.30169720241948,48,0.287909768835488,63,0.316176219958574,48,0.302526456435186,63,0.0317042259774088,48,0.031526125154607,63,0.0313819967013199,48,0.0313012058495349,63,0.0137760962565918,48,0.0137608090027258,63,0.0136968067440743,48,0.0136508284681441,63,0.00823103510322674,48,0.00825857356719955,63,0.00823625377063682,48,0.00816081828915017,63,0.0258225770591196,48,0.0259803197991489,63,0.0257853722141477,48,0.0258748857346464
,62,0.296068329491464,49,0.288786639451655,62,0.324834775124937,49,0.32035113934937,62,0.274319634607789,49,0.263033725432582,62,0.296619715369124,49,0.285787308299902,62,0.276597876507642,49,0.264832126048323,62,0.296025509339363,49,0.285410434464449,62,0.3008919656963,49,0.288755086048195,62,0.315317054885711,49,0.303302699721552,62,0.03167009919196,49,0.0315159192045259,62,0.0313757891016272,49,0.0312945623533687,62,0.0137955919821509,49,0.0137310407173166,62,0.0136866147403671,49,0.0136558805078844,62,0.00820095255907563,49,0.00826658549298647,62,0.00822909965672213,49,0.00815963989631113,62,0.0258159287134153,49,0.0259685468783237,62,0.0257645743573212,49,0.0258441204226159
,61,0.295525637379503,50,0.289352966743111,61,0.32452961617673,50,0.320750752306769,61,0.273603104457302,50,0.263940925257273,61,0.295962379024098,50,0.286577179608008,61,0.275918897613223,50,0.265700344522314,61,0.295346648600687,50,0.286061031388638,61,0.300073156544308,50,0.289594963712594,61,0.314539434380525,50,0.304153494610773,61,0.0316605758590695,50,0.0315007395086263,61,0.0313932780736884,50,0.0312509151100338,61,0.0138087415570931,50,0.0137448792365781,61,0.0136964024841695,50,0.0136286709559595,61,0.00821982132979887,50,0.00825103127629105,61,0.00825917049455946,50,0.00811752750267827,61,0.0258309044005736,50,0.025944087057128,61,0.0257758586947299,50,0.025791050890149
,60,0.295044486450961,51,0.29000436065623,60,0.324185838370805,51,0.321115271895553,60,0.272923344352071,51,0.264755918589106,60,0.295326623414117,51,0.287377649035049,60,0.275212184065615,51,0.266546524896925,60,0.294587326917045,51,0.287014955735094,60,0.299256226127585,51,0.290508957438767,60,0.313757989847078,51,0.305022678421724,60,0.0316221515324017,51,0.0315012561648615,60,0.0313695380318454,51,0.0312727561901924,60,0.0138331019206724,51,0.0137083389882528,60,0.0137154827522948,51,0.0136465906484684,60,0.00821281655344457,51,0.00822668250812165,60,0.00826445398343422,51,0.0081392368490094,60,0.0257987599780782,51,0.0259094557713725,60,0.0257781418520014,51,0.0258226394718261
,59,0.294566790293203,52,0.290637075439381,59,0.323844805120292,52,0.321534593931294,59,0.272166702152043,52,0.265583700791452,59,0.294645353355941,52,0.288193018520762,59,0.274348982169755,52,0.267624137903902,59,0.293848063356226,52,0.287883276557399,59,0.298430004616939,52,0.291431913352222,59,0.312909753893502,52,0.305921896196143,59,0.0316207340720947,52,0.0315085844979724,59,0.0313215546998075,52,0.0313017541380316,59,0.0138270155038999,52,0.0137186020797771,59,0.0137046463309511,52,0.0136486745289597,59,0.00821292006334829,52,0.00826240634763872,59,0.00821686705395049,52,0.00815621341627287,59,0.0258298275485604,52,0.025920893327726,59,0.0257350448057534,52,0.0258224552568015
,58,0.294130645593722,53,0.291181626140903,58,0.323577066406062,53,0.32197494338302,58,0.271421249486878,53,0.26645663064144,58,0.293933836608152,53,0.289000614484074,58,0.273591543336355,53,0.268812684886512,58,0.293141716732677,53,0.28875586006357,58,0.29762285797252,53,0.292348218848407,58,0.312109685068536,53,0.306841421422362,58,0.031653598535007,53,0.0314846383436063,58,0.031347552255456,53,0.0312849765860011,58,0.0138447269068063,53,0.0137239158413142,58,0.0136938187782594,53,0.0136501232034039,58,0.00821558207191351,53,0.00827604616996652,58,0.00823400455742258,53,0.00815027105092009,58,0.0258447045451905,53,0.0259391572980231,58,0.025748413566991,53,0.0257765481039682
,57,0.293733876350954,54,0.291834341774778,57,0.323251796973747,54,0.322370033998205,57,0.270644450340302,54,0.26732187939237,57,0.293234392087768,54,0.289792080014194,57,0.272846347033117,54,0.269670808399629,57,0.292348362571473,54,0.289604627685076,57,0.296804044465638,54,0.293291550075906,57,0.311343543847734,54,0.30772125586183,57,0.0316243890117091,54,0.031500927437873,57,0.0313558487924315,54,0.0312601321847161,57,0.013836032274914,54,0.0137354172367414,57,0.0136991973436412,54,0.0136229841791407,57,0.00822898090671614,54,0.00828893682247939,57,0.00823495527210338,54,0.00811800476636797,57,0.0258533469209987,54,0.025919861329608,57,0.0257723553036287,54,0.0257467213872826
,56,0.293221437867988,55,0.292533363334844,56,0.322919021583071,55,0.322739744210361,56,0.269912070119364,55,0.268255073726024,56,0.292533289046819,55,0.2906252253691,56,0.271984663471942,55,0.270478165911242,56,0.291600220028545,55,0.290492383771225,56,0.29593432238323,55,0.294229115647471,56,0.310555280918152,55,0.30860718373506,56,0.0316296093780369,55,0.0315186608952456,56,0.0313535629461075,55,0.0312473059889485,56,0.0138241827683625,55,0.0137441153799681,56,0.0137121504387265,55,0.0136031307778176,56,0.00827586241028647,55,0.00827204381619643,56,0.00821707895550226,55,0.00811846802222041,56,0.0258594348756584,55,0.0258924085111429,56,0.025758940507848,55,0.0257233135283502
,55,0.292818997275682,56,0.293277666770635,55,0.322473099518019,56,0.323126324907722,55,0.269179238983063,56,0.269107508567397,55,0.291856571727305,56,0.291501540832665,55,0.271163830797071,56,0.271336091358422,55,0.29080859093395,56,0.291386269277315,55,0.295164271783187,56,0.295149710351483,55,0.30984177912909,56,0.309696569061549,55,0.0316545019037884,56,0.0315589302133934,55,0.0313675001462006,56,0.0312675247034145,55,0.0138394111934239,56,0.0137345030577126,55,0.013736445747978,56,0.0136235205752152,55,0.0082541616521308,56,0.00823964526146878,55,0.00822918761331836,56,0.00814847260354533,55,0.0259002897141352,56,0.0258801019663789,55,0.025762729777034,56,0.025719948789702
,54,0.292200845663325,57,0.293770340138955,54,0.322093124676096,57,0.323484362376182,54,0.268492858402439,57,0.269969174888864,54,0.29113414758982,57,0.29226495020187,54,0.270288785890672,57,0.272470003310607,54,0.290030660754773,57,0.292341145510041,54,0.294298322588371,57,0.296115829140506,54,0.309077281413182,57,0.310888656043659,54,0.0316024061911258,57,0.0315356090471414,54,0.0313433719346833,57,0.0312335352693109,54,0.0138880387794396,57,0.0137329461565501,54,0.013749144313335,57,0.013644290229564,54,0.00819402091830322,57,0.0082899614872293,54,0.00823690613007194,57,0.0081345394752369,54,0.0259136882399389,57,0.0258661703415017,54,0.0257777455807825,57,0.0257091768942148
,53,0.291756995137536,58,0.29426525892507,53,0.321767104025684,58,0.323835643602829,53,0.267681714256475,58,0.270876857182425,53,0.29036163822074,58,0.293070164438065,53,0.269518053697416,58,0.273413094492434,53,0.289227182410658,58,0.293216270423708,53,0.293403593407732,58,0.297042277772846,53,0.308164061113684,58,0.311775719353545,53,0.0316477563349206,58,0.0315123531259878,53,0.0313274885924148,58,0.0312133328554379,53,0.0138698249447904,58,0.0137476593576088,53,0.0137275465892365,58,0.0136472181863438,53,0.0082353701248248,58,0.00829346354337137,53,0.00822648063325548,58,0.00812414282400502,53,0.025845710828926,58,0.0258335659778298,53,0.0257995905215831,58,0.0256815594414026
,52,0.291245594431385,59,0.294918607158738,52,0.321450454574255,59,0.324277801548245,52,0.266824309340611,59,0.271765593912313,52,0.289607851024689,59,0.293899512944067,52,0.268692917962376,59,0.274052374727076,52,0.288376745425975,59,0.294201281396592,52,0.292532166698601,59,0.297997733365732,52,0.307270310290944,59,0.312572506400756,52,0.0317195710146343,59,0.031516129858553,52,0.0313220776163141,59,0.0312225495702361,52,0.0138439897148237,59,0.013744986829556,52,0.0137353941014897,59,0.0136350531790136,52,0.0082558295390806,59,0.00821089033047085,52,0.00822322984837175,59,0.00811301361300064,52,0.0258707236842291,59,0.0258098715173914,52,0.0258032669521308,59,0.0256701647580578
,51,0.290538572337329,60,0.295549348550273,51,0.321128101521529,60,0.324657719414811,51,0.266020026371211,60,0.272645691988537,51,0.288857325108235,60,0.294674615389906,51,0.267828033325911,60,0.275021856806156,51,0.287573062936346,60,0.295100742940541,51,0.291661705072428,60,0.299112644317776,51,0.30643134632486,60,0.313464840093448,51,0.0316150882915013,60,0.0315300937864791,51,0.0313146692452862,60,0.0311980560095293,51,0.0138706500127477,60,0.0137467919612203,51,0.0137240686243921,60,0.0136348393084816,51,0.00824185633335187,60,0.00823168433121485,51,0.0081889677772358,60,0.00809570232443368,51,0.0258739518552449,60,0.0258228899616204,51,0.0257853568631112,60,0.0256762655408165
,50,0.290021717849548,61,0.296179351597959,50,0.320878148073293,61,0.324835710222158,50,0.265246921471242,61,0.273515256741143,50,0.288111351379593,61,0.295250032087885,50,0.267053501648964,61,0.275980408006967,50,0.286820054433456,61,0.295823898087327,50,0.290818720376211,61,0.30031391532028,50,0.305585657668029,61,0.314203808816629,50,0.0316050087527184,61,0.0315645420918589,50,0.0313850685428974,61,0.0312225953211422,50,0.0138510974758055,61,0.0137680863346139,50,0.0137229771344316,61,0.0136470435089423,50,0.00822288916303097,61,0.00827581900511133,50,0.00824067708078599,61,0.00812729786432456,50,0.0258616961092683,61,0.025828501127326,50,0.0257930936608818,61,0.0257076002268007
,49,0.289512355218742,62,0.296795654522556,49,0.320572469870134,62,0.325073309707568,49,0.26452858678143,62,0.274378401116333,49,0.287386207878919,62,0.295773906191255,49,0.266217868748416,62,0.276875766839954,49,0.286063070520888,62,0.296511407021716,49,0.289961235774443,62,0.301273314013177,49,0.304758378004595,62,0.314901982262792,49,0.0315832138047211,62,0.0315235247236036,49,0.0313776494738125,62,0.0312812451801673,49,0.0138477271909731,62,0.0137729246288782,49,0.0137399831895443,62,0.0136601286801541,49,0.00822184366263098,62,0.00825976556636654,49,0.00824197250869904,62,0.00815808406606027,49,0.0258665649634555,62,0.0258520018374514,49,0.025815039962908,62,0.0257246207186174
,48,0.288979170720518,63,0.297506479648746,48,0.320183598776702,63,0.325577826150921,48,0.263760372568692,63,0.275331997316283,48,0.286613533661849,63,0.29686527520676,48,0.265405031572921,63,0.27778027488936,48,0.285270295136434,63,0.297515168861628,48,0.289162521999217,63,0.302017024275879,48,0.303927041183979,63,0.315939758081149,48,0.0316171810611706,63,0.0315291710623472,48,0.0313535916116197,63,0.0312594938238359,48,0.0138440350143814,63,0.0137637418289604,48,0.0137299677930986,63,0.0136642672463261,48,0.00825599685897746,63,0.00826278614211008,48,0.00822430318075753,63,0.0081575951941364,48,0.0259056167787511,63,0.0258587368521391,48,0.0258250235472962,63,0.0257214650530511
,47,0.288361692471817,64,0.298250895879171,47,0.319881728663084,64,0.325942324647102,47,0.263004026959769,64,0.27630780018105,47,0.285901132628338,64,0.298046153850674,47,0.26459674391749,64,0.278669004863823,47,0.284498504419642,64,0.298375024627115,47,0.288350369366318,64,0.302831693757736,47,0.303125001314711,64,0.316864364226435,47,0.0315856107507002,64,0.031544712443967,47,0.0313515985079135,64,0.0312467603332721,47,0.0138621830205803,64,0.0137666704635855,47,0.0137274608159156,64,0.0136633049025324,47,0.00824131718429288,64,0.00827044423493463,47,0.00823099846392986,64,0.00816501981857101,47,0.0259127772498704,64,0.0258307057800758,47,0.0258290795417766,64,0.025720175254478
,46,0.287818181436278,65,0.298910489814136,46,0.31950488729374,65,0.326413980178909,46,0.262271328148354,65,0.277156117454594,46,0.285141037819191,65,0.299023698453161,46,0.263831703124881,65,0.279523766499838,46,0.283712598229632,65,0.299273996519397,46,0.287585000657401,65,0.303762979616095,46,0.30232592088679,65,0.317764263329024,46,0.0316193627043719,65,0.0315385338321524,46,0.0313169794785286,65,0.0312681691886974,46,0.0138855668713484,65,0.0137710970058154,46,0.0137219954108002,65,0.013666091843919,46,0.00824085293045376,65,0.00825523466231004,46,0.00820832882645559,65,0.0081675599149626,46,0.025932428217044,65,0.0258348606434067,46,0.0258075682966969,65,0.025719199891354
,45,0.287358750444199,66,0.299596019886654,45,0.319149411662267,66,0.326895629361572,45,0.261578578544596,66,0.278046611896882,45,0.284356790568129,66,0.299757401190631,45,0.263061536338695,66,0.280529087485552,45,0.282899152473378,66,0.300168084325111,45,0.287077478055324,66,0.304739798707117,45,0.301583560785117,66,0.318696511414234,45,0.0317113297161446,66,0.031516505535313,45,0.0313522649086373,66,0.03122362898722,45,0.0138906709864026,66,0.0137587915843772,45,0.0137144978512376,66,0.0136457720363812,45,0.00825278919740878,66,0.008227058928002,45,0.00822560815078189,66,0.00814014285341902,45,0.0259801919977193,66,0.025839704914551,45,0.0258314205643073,66,0.025691311141784
,44,0.286674092799705,67,0.300542798721989,44,0.318789809153576,67,0.327484455755998,44,0.260876030929423,67,0.278958936924049,44,0.283643283656681,67,0.300482607143758,44,0.262302105939237,67,0.281562336673952,44,0.282158495121735,67,0.300961205654158,44,0.286542714904776,67,0.305780279502067,44,0.300787479777575,67,0.319672159370969,44,0.0316326570332764,67,0.0314560202544232,44,0.0313632712205846,67,0.0311554624286405,44,0.0139007617321893,67,0.0137677816849517,44,0.0137181165737299,67,0.0136232163919794,44,0.00825832922190591,67,0.00821062164592164,44,0.00826115823006347,67,0.00811453703679295,44,0.0260084364864856,67,0.0258163859765985,44,0.0258336602006628,67,0.0256420729691799
,43,0.286051018257959,68,0.301541021170203,43,0.318417039610368,68,0.327971873463964,43,0.2601535830823,68,0.279893826167101,43,0.282891620747073,68,0.301284485670174,43,0.261597533009496,68,0.282488222285517,43,0.281395505286262,68,0.30186478289691,43,0.285742350409907,68,0.306834592762808,43,0.300086611515318,68,0.320727206538616,43,0.031579253182082,68,0.0314849605476814,43,0.0313514877002647,68,0.03120254418012,43,0.0138591107704308,68,0.013776565993202,43,0.013717462453919,68,0.0136402643265108,43,0.00824559378063674,68,0.00831041669841838,43,0.00823242759558207,68,0.00814485766716418,43,0.0260026393083704,68,0.0258159498112204,43,0.0258526656113178,68,0.0256901929949615
,42,0.285427295790364,69,0.302317380218609,42,0.318081095528174,69,0.328346818897043,42,0.259465223166306,69,0.280879462703307,42,0.282151168089851,69,0.302142927039614,42,0.260947816232533,69,0.283605588921915,42,0.28068628530377,69,0.302857154221624,42,0.284948243789684,69,0.307959159624527,42,0.299356829503553,69,0.32181255390517,42,0.0315710710996925,69,0.031503355566415,42,0.0313508846071363,69,0.031224587204517,42,0.0138408951168967,69,0.0137617921093229,42,0.0137189436952001,69,0.0136508602043855,42,0.00825773581067079,69,0.00832567135101013,42,0.00822635333568498,69,0.00814043644406741,42,0.0260010397046551,69,0.025817648620719,42,0.0258364745671306,69,0.0256946579141486
,41,0.284837454828448,70,0.303035500231608,41,0.317688236734805,70,0.329022019838691,41,0.258803667415687,70,0.281872835283954,41,0.281367946865214,70,0.302995779413592,41,0.260296779786658,70,0.284786943471125,41,0.279914364774583,70,0.303962350043189,41,0.284293440768291,70,0.309209442663889,41,0.298673877049085,70,0.323024327891613,41,0.031595217080358,70,0.0314695586358373,41,0.0313304236877884,70,0.0311842958826515,41,0.0138672375796415,70,0.0137381644432821,41,0.0137156533183664,70,0.0136494660531245,41,0.00826795242395831,70,0.00824515985736603,41,0.00821402328933638,70,0.00812730064089337,41,0.0259828232716229,70,0.0258064716012732,41,0.0258813317505642,70,0.0256758118536663
,40,0.284302480142864,71,0.303670665694686,40,0.317270689433908,71,0.329641680520634,40,0.258172469607106,71,0.282941016269798,40,0.280613108211025,71,0.30388734023006,40,0.259653216074625,71,0.285957189618973,40,0.279114992298756,71,0.304967805931034,40,0.283783455293083,71,0.310496854550583,40,0.298022550990193,71,0.324126686342596,40,0.0316049241540029,71,0.0314762690929069,40,0.0313469752458619,71,0.0311746037963966,40,0.0138645055741325,71,0.0137200923094657,40,0.0137369770043582,71,0.0136299968309292,40,0.00826671558628628,71,0.00827503242979707,40,0.00819021318997062,71,0.00814799011146685,40,0.0260063181428034,71,0.0258288680192946,40,0.025886217803304,71,0.02567963747426
,39,0.283704080507896,72,0.304320782711716,39,0.316912001507354,72,0.329810569819487,39,0.257511307576639,72,0.284218049218536,39,0.279837748761876,72,0.304793845545918,39,0.259018802963179,72,0.287212434479697,39,0.278388034595532,72,0.305960467472206,39,0.283174477834171,72,0.311827875371026,39,0.297372968484651,72,0.325253660410072,39,0.0316482539667322,72,0.0314670131812658,39,0.0313674274038767,72,0.031185721123651,39,0.0138573539020602,72,0.013751281786559,39,0.0137383827993819,72,0.0136199355183969,39,0.00830160840921825,72,0.00826333419846586,39,0.00820352220575069,72,0.00813228659135932,39,0.026040579579901,72,0.0258214629291541,39,0.0258973114431639,72,0.0256744475239836
,38,0.283023552732461,73,0.305056537641763,38,0.316537252859058,73,0.330211987422153,38,0.256877238943589,73,0.285578031864282,38,0.279097439549204,73,0.305761804573406,38,0.258390683480406,73,0.288630358655432,38,0.277679407781756,73,0.307097703126498,38,0.282554202584298,73,0.313333410505844,38,0.29674812310581,73,0.326536645435884,38,0.0316365858133834,73,0.0314546520641855,38,0.0313815220623423,73,0.0311923485661302,38,0.013880102735549,73,0.0137682846064539,38,0.0137712613730392,73,0.013619282081544,38,0.00828682702978968,73,0.00828882482763572,38,0.00821204385037516,73,0.00813820475258929,38,0.0260349409848249,73,0.0258080520718841,38,0.0259444805985872,73,0.0256978480519252
,37,0.282413574249866,74,0.305927053242427,37,0.316099322058218,74,0.330596095634636,37,0.256268250243828,74,0.286932793272385,37,0.278391314092252,74,0.306756871009235,37,0.257765033227215,74,0.290133826956765,37,0.276966348856746,74,0.308411112958365,37,0.282004497170153,74,0.314824166208655,37,0.296132568594714,74,0.327901340306832,37,0.0316364198783212,74,0.0314640625484298,37,0.0313741953375993,74,0.0312113836578076,37,0.0138983887246049,74,0.0137550216521777,37,0.0137790642934351,74,0.0136303122450547,37,0.00827297333294433,74,0.00828761900519102,37,0.0082165385161918,74,0.0081764250742272,37,0.0260349788349143,74,0.0258036359487574,37,0.0259744960715922,74,0.0257096059071365
,36,0.281746093207982,75,0.306792822403834,36,0.315684052945619,75,0.331087341269787,36,0.255667209933299,75,0.288243966954516,36,0.2776154958574,75,0.30780122656004,36,0.257211452331159,75,0.291545010094694,36,0.276227525138327,75,0.30980152461785,36,0.281421846005502,75,0.316417768597781,36,0.295468638211184,75,0.329292148531563,36,0.0316470953593955,75,0.0314638560758179,36,0.031338793011783,75,0.0312201251517552,36,0.0138901581868804,75,0.0137330692557122,36,0.0137374067424218,75,0.0136166322405976,36,0.00828715276180176,75,0.00824878854610249,36,0.00819074701352768,75,0.00819820395323659,36,0.026037990698152,75,0.0258023095043305,36,0.025934638628371,75,0.0256916568462245
,35,0.28111637070531,76,0.307670007295449,35,0.315216226763252,76,0.331612687682299,35,0.255090136673492,76,0.28956893957375,35,0.276802962831693,76,0.309070335587279,35,0.256664247151376,76,0.292949995580774,35,0.275497533944471,76,0.311122485115116,35,0.280950731782479,76,0.318009633926886,35,0.294832976765574,76,0.330657809104425,35,0.0316156756947591,76,0.0314955472336524,35,0.0313465661407172,76,0.0312413040487364,35,0.0138948678350518,76,0.0137364097539517,35,0.0137334193201859,76,0.013618045323531,35,0.00831393475061661,76,0.0082655134781939,35,0.00821195563911404,76,0.00821797851618123,35,0.0260589876666592,76,0.0258109131612773,35,0.0259295694060055,76,0.0257068065570481
,34,0.280492854623844,77,0.308545640878986,34,0.314858156140274,77,0.332018143608069,34,0.254473466291097,77,0.291122137969311,34,0.276053287843104,77,0.31052651209905,34,0.256084085993901,77,0.294510629833716,34,0.274854818892061,77,0.312425161040279,34,0.280483761763326,77,0.319638153091205,34,0.294287360915859,77,0.332109871344358,34,0.0316635625602562,77,0.0315052911299809,34,0.0313579741035253,77,0.0312331434593976,34,0.0138822620066113,77,0.0137343024772034,34,0.0137271367972679,77,0.013637668340533,34,0.0083354054855237,77,0.00828775595052411,34,0.00822920359535157,77,0.00818756438100667,34,0.0260938958836954,77,0.0257874920597553,34,0.0259325370274641,77,0.0256953409903228
,33,0.27980869075714,78,0.30944036731545,33,0.314455905492981,78,0.33247025571106,33,0.253861758537854,78,0.292679736371411,33,0.27532099344068,78,0.311732658072974,33,0.255604699767748,78,0.296149202660011,33,0.274163695348913,78,0.314062631730639,33,0.280033352282736,78,0.321163703624498,33,0.293680651383591,78,0.333656576724425,33,0.0316523641025301,78,0.0314583704179325,33,0.0313873748657603,78,0.0312258810741426,33,0.0138647807235761,78,0.0136787233199208,33,0.0137408708169034,78,0.0136294087569888,33,0.00833649311638388,78,0.00827324289468682,33,0.0082258290671157,78,0.00818097185881767,33,0.0261168346339266,78,0.0257431442820269,33,0.0259478367278429,78,0.0256982867466277
,32,0.279324278769126,79,0.310465798377127,32,0.314018873705541,79,0.333028171096079,32,0.253339215492573,79,0.294051530219909,32,0.274583043518709,79,0.312810996245983,32,0.255085988400128,79,0.297660953629655,32,0.273501495541858,79,0.315319646950471,32,0.279527535242043,79,0.322629781363566,32,0.293116295864991,79,0.335089870043568,32,0.0317455081929087,79,0.031433970912374,32,0.0313677269679659,79,0.0312170581549426,32,0.0138844895743027,79,0.0136830020643124,32,0.0137338409269757,79,0.0136327298270651,32,0.00836444133523974,79,0.00826980376167178,32,0.00823065013463872,79,0.00819899414479146,32,0.0260940584688797,79,0.0257417899156459,32,0.0259433483293793,79,0.0257053978431639
,31,0.278714032113968,80,0.311682586746068,31,0.313543958052533,80,0.333606716309037,31,0.25285071604762,80,0.295552293938419,31,0.273897391731658,80,0.314024639533047,31,0.254579172451534,80,0.299166785194837,31,0.272806547914518,80,0.316431060282151,31,0.279095599372171,80,0.324020447869437,31,0.292563303861431,80,0.336427402417142,31,0.0317626929458275,80,0.0314477154094962,31,0.0313509489432813,80,0.0311984165902048,31,0.0138983752030397,80,0.013700839083738,31,0.0137529909157432,80,0.0136203583917459,31,0.00834943725714372,80,0.00826890171837266,31,0.00820372532229531,80,0.00820893701426789,31,0.0261051013108604,80,0.0257352768897924,31,0.0259511304001126,80,0.0256909243289651
,30,0.278090508675353,81,0.312727885885622,30,0.313148529877944,81,0.334223119220208,30,0.252434949614919,81,0.296925214296708,30,0.273191818569014,81,0.315140250593762,30,0.254132888640947,81,0.300549583705986,30,0.272167518811125,81,0.317640994695949,30,0.278699658755794,81,0.325176483153239,30,0.291975186793066,81,0.337790428820921,30,0.0316612582267692,81,0.0314205182166893,30,0.0314409709969137,81,0.0311860208262526,30,0.0138932901028941,81,0.0136833143599692,30,0.0137605244066845,81,0.0136242286687601,30,0.00832329253058114,81,0.00823505053611126,30,0.00824933272831861,81,0.00820383131741731,30,0.0261085347913434,81,0.0257329308018809,30,0.0259879784245555,81,0.0256692366631218
,29,0.277444349530676,82,0.313599374493119,29,0.312667768073792,82,0.334967719471936,29,0.251963456031881,82,0.298233572188842,29,0.272463780321468,82,0.316162119422876,29,0.253902341470902,82,0.301886538951008,29,0.271506237883428,82,0.318752803778742,29,0.278207382055127,82,0.326228551901719,29,0.291408440810454,82,0.338989704069062,29,0.0316786969319831,82,0.0313933080178094,29,0.0313867326342736,82,0.0312286294082331,29,0.0139333628208619,82,0.0136653244373309,29,0.013750005033452,82,0.013624694053748,29,0.00849928769237096,82,0.00824899661835518,29,0.00825994472867928,82,0.00822836871780395,29,0.0261179612969976,82,0.0257466239148547,29,0.0259737884296477,82,0.0256906448555344
,28,0.276837623466125,83,0.314548497458358,28,0.312206243388914,83,0.335900209647147,28,0.251380867988298,83,0.299436559834282,28,0.271834970435313,83,0.317192921438387,28,0.253377780838644,83,0.303130672349482,28,0.270879433966427,83,0.319881136170324,28,0.277800026256481,83,0.327233318870824,28,0.290951532221509,83,0.340117771510941,28,0.0316914435101109,83,0.031417185608521,28,0.0313931969982025,83,0.0312385143371868,28,0.0139175313241147,83,0.013658827324156,28,0.0137818867939936,83,0.0135967938363791,28,0.00847470152566739,83,0.0083316842215896,28,0.00824526790328236,83,0.00822021588535072,28,0.0261371590390981,83,0.0257370253101827,28,0.0259895118291767,83,0.0256825877312085
,27,0.276295569989955,84,0.315532504753352,27,0.31190133906153,84,0.336863454293057,27,0.250899607885494,84,0.300747304539946,27,0.271250151309815,84,0.318405609275087,27,0.252781643231641,84,0.304399303945996,27,0.270432449442821,84,0.321020683219436,27,0.277556029981504,84,0.328228842456084,27,0.290498565992303,84,0.341284161246523,27,0.0316564977913089,84,0.0314006404637964,27,0.0313978142048825,84,0.0312207945518139,27,0.0138886368895723,84,0.0136953460705342,27,0.0137822379553997,84,0.0135611589617376,27,0.00835339645592633,84,0.00833304610797798,27,0.00824103453146818,84,0.00821636189168133,27,0.0261698558648778,84,0.0256999256902261,27,0.0259873298143954,84,0.0256834619055394
