	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	gi	file_name	Sample	bg in mM	[Buffer] in mM	Monovalent Ion	Concentration	Concentration Unit	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm
563	20	10 mM MgCl2	400.0	21.0	90.0	2	Heating	564	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
564	21	5 mM MgCl2	400.0	90.0	21.0	1	Cooling	565	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
565	22	5 mM MgCl2	400.0	21.0	90.0	1	Heating	566	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
566	23	5 mM MgCl2	400.0	90.0	21.0	2	Cooling	567	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
567	24	5 mM MgCl2	400.0	21.0	90.0	2	Heating	568	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
568	25	1 mM MgCl2	400.0	90.0	21.0	1	Cooling	569	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
569	26	1 mM MgCl2	400.0	21.0	90.0	1	Heating	570	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
570	27	1 mM MgCl2	400.0	90.0	21.0	2	Cooling	571	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
571	28	1 mM MgCl2	400.0	21.0	90.0	2	Heating	572	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
572	29	0.1 mM MgCl2	400.0	90.0	21.0	1	Cooling	573	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
573	30	0.1 mM MgCl2	400.0	21.0	90.0	1	Heating	574	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
574	31	0.1 mM MgCl2	400.0	90.0	21.0	2	Cooling	575	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
575	32	0.1 mM MgCl2	400.0	21.0	90.0	2	Heating	576	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
576	1	500 mM MgCl2	260.0	90.0	21.0	1	Cooling	577	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
577	2	500 mM MgCl2	260.0	21.0	90.0	1	Heating	578	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
578	3	500 mM MgCl2	260.0	90.0	21.0	2	Cooling	579	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
579	4	500 mM MgCl2	260.0	21.0	90.0	2	Heating	580	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
580	5	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	581	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
581	6	50 mM MgCl2	260.0	21.0	90.0	1	Heating	582	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
582	7	50 mM MgCl2	260.0	90.0	21.0	2	Cooling	583	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
583	8	50 mM MgCl2	260.0	21.0	90.0	2	Heating	584	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
584	9	25 mM MgCl2	260.0	90.0	21.0	1	Cooling	585	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
585	10	25 mM MgCl2	260.0	21.0	90.0	1	Heating	586	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
586	11	25 mM MgCl2	260.0	90.0	21.0	2	Cooling	587	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
587	12	25 mM MgCl2	260.0	21.0	90.0	2	Heating	588	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
588	13	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	589	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
589	14	10 mM MgCl2	260.0	21.0	90.0	1	Heating	590	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
590	15	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	591	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
591	16	10 mM MgCl2	260.0	21.0	90.0	2	Heating	592	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
592	17	500 mM MgCl2	400.0	90.0	21.0	1	Cooling	593	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
593	18	500 mM MgCl2	400.0	21.0	90.0	1	Heating	594	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
594	19	500 mM MgCl2	400.0	90.0	21.0	2	Cooling	595	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
595	20	500 mM MgCl2	400.0	21.0	90.0	2	Heating	596	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
596	21	50 mM MgCl2	400.0	90.0	21.0	1	Cooling	597	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
597	22	50 mM MgCl2	400.0	21.0	90.0	1	Heating	598	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
598	23	50 mM MgCl2	400.0	90.0	21.0	2	Cooling	599	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
599	24	50 mM MgCl2	400.0	21.0	90.0	2	Heating	600	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
600	25	25 mM MgCl2	400.0	90.0	21.0	1	Cooling	601	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
601	26	25 mM MgCl2	400.0	21.0	90.0	1	Heating	602	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
602	27	25 mM MgCl2	400.0	90.0	21.0	2	Cooling	603	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
603	28	25 mM MgCl2	400.0	21.0	90.0	2	Heating	604	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
604	29	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	605	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
605	30	10 mM MgCl2	400.0	21.0	90.0	1	Heating	606	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
606	31	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	607	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
607	32	10 mM MgCl2	400.0	21.0	90.0	2	Heating	608	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
608	1	500 mM MgCl2	260.0	90.0	21.0	1	Cooling	609	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
609	2	500 mM MgCl2	260.0	21.0	90.0	1	Heating	610	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
610	3	500 mM MgCl2	260.0	90.0	21.0	2	Cooling	611	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
611	4	500 mM MgCl2	260.0	21.0	90.0	2	Heating	612	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
612	5	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	613	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
613	6	50 mM MgCl2	260.0	21.0	90.0	1	Heating	614	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
614	7	50 mM MgCl2	260.0	90.0	21.0	2	Cooling	615	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
615	8	50 mM MgCl2	260.0	21.0	90.0	2	Heating	616	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
616	9	25 mM MgCl2	260.0	90.0	21.0	1	Cooling	617	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
617	10	25 mM MgCl2	260.0	21.0	90.0	1	Heating	618	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
618	11	25 mM MgCl2	260.0	90.0	21.0	2	Cooling	619	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
619	12	25 mM MgCl2	260.0	21.0	90.0	2	Heating	620	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
620	13	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	621	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
621	14	10 mM MgCl2	260.0	21.0	90.0	1	Heating	622	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
622	15	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	623	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
623	16	10 mM MgCl2	260.0	21.0	90.0	2	Heating	624	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
624	17	500 mM MgCl2	400.0	90.0	21.0	1	Cooling	625	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
625	18	500 mM MgCl2	400.0	21.0	90.0	1	Heating	626	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
626	19	500 mM MgCl2	400.0	90.0	21.0	2	Cooling	627	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
627	20	500 mM MgCl2	400.0	21.0	90.0	2	Heating	628	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
628	21	50 mM MgCl2	400.0	90.0	21.0	1	Cooling	629	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
629	22	50 mM MgCl2	400.0	21.0	90.0	1	Heating	630	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
630	23	50 mM MgCl2	400.0	90.0	21.0	2	Cooling	631	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
631	24	50 mM MgCl2	400.0	21.0	90.0	2	Heating	632	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
632	25	25 mM MgCl2	400.0	90.0	21.0	1	Cooling	633	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
633	26	25 mM MgCl2	400.0	21.0	90.0	1	Heating	634	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
634	27	25 mM MgCl2	400.0	90.0	21.0	2	Cooling	635	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
635	28	25 mM MgCl2	400.0	21.0	90.0	2	Heating	636	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
636	29	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	637	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
637	30	10 mM MgCl2	400.0	21.0	90.0	1	Heating	638	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
638	31	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	639	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
639	32	10 mM MgCl2	400.0	21.0	90.0	2	Heating	640	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
640	1	10_mM_MgCl2	260.0	90.0	21.0	1	Cooling	641	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
641	2	10 mM MgCl2	260.0	21.0	90.0	1	Heating	642	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
642	3	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	643	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
643	4	10 mM MgCl2	260.0	21.0	90.0	2	Heating	644	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
644	5	5 mM MgCl2	260.0	90.0	21.0	1	Cooling	645	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
645	6	5 mM MgCl2	260.0	21.0	90.0	1	Heating	646	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
646	7	5 mM MgCl2	260.0	90.0	21.0	2	Cooling	647	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
647	8	5 mM MgCl2	260.0	21.0	90.0	2	Heating	648	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
648	9	1 mM MgCl2	260.0	90.0	21.0	1	Cooling	649	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
649	10	1 mM MgCl2	260.0	21.0	90.0	1	Heating	650	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
650	11	1 mM MgCl2	260.0	90.0	21.0	2	Cooling	651	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
651	12	1 mM MgCl2	260.0	21.0	90.0	2	Heating	652	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
652	13	0.1 mM MgCl2	260.0	90.0	21.0	1	Cooling	653	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
653	14	0.1 mM MgCl2	260.0	21.0	90.0	1	Heating	654	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
654	15	0.1 mM MgCl2	260.0	90.0	21.0	2	Cooling	655	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
655	16	0.1 mM MgCl2	260.0	21.0	90.0	2	Heating	656	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
656	17	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	657	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
657	18	10 mM MgCl2	400.0	21.0	90.0	1	Heating	658	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
658	19	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	659	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
659	20	10 mM MgCl2	400.0	21.0	90.0	2	Heating	660	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
660	21	5 mM MgCl2	400.0	90.0	21.0	1	Cooling	661	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
661	22	5 mM MgCl2	400.0	21.0	90.0	1	Heating	662	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
662	23	5 mM MgCl2	400.0	90.0	21.0	2	Cooling	663	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
663	24	5 mM MgCl2	400.0	21.0	90.0	2	Heating	664	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
664	25	1 mM MgCl2	400.0	90.0	21.0	1	Cooling	665	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
665	26	1 mM MgCl2	400.0	21.0	90.0	1	Heating	666	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
666	27	1 mM MgCl2	400.0	90.0	21.0	2	Cooling	667	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
667	28	1 mM MgCl2	400.0	21.0	90.0	2	Heating	668	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
668	29	0.1 mM MgCl2	400.0	90.0	21.0	1	Cooling	669	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
669	30	0.1 mM MgCl2	400.0	21.0	90.0	1	Heating	670	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
670	31	0.1 mM MgCl2	400.0	90.0	21.0	2	Cooling	671	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
671	32	0.1 mM MgCl2	400.0	21.0	90.0	2	Heating	672	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
672	1	500 mM MgCl2	260.0	90.0	21.0	1	Cooling	673	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
673	2	500 mM MgCl2	260.0	21.0	90.0	1	Heating	674	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
674	3	500 mM MgCl2	260.0	90.0	21.0	2	Cooling	675	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
675	4	500 mM MgCl2	260.0	21.0	90.0	2	Heating	676	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
676	5	100 mM MgCl2	260.0	90.0	21.0	1	Cooling	677	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
677	6	100 mM MgCl2	260.0	21.0	90.0	1	Heating	678	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
678	7	100 mM MgCl2	260.0	90.0	21.0	2	Cooling	679	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
679	8	100 mM MgCl2	260.0	21.0	90.0	2	Heating	680	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
680	9	25 mM MgCl2	260.0	90.0	21.0	1	Cooling	681	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
681	10	25 mM MgCl2	260.0	21.0	90.0	1	Heating	682	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
682	11	25 mM MgCl2	260.0	90.0	21.0	2	Cooling	683	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
683	12	25 mM MgCl2	260.0	21.0	90.0	2	Heating	684	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
684	13	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	685	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
685	14	10 mM MgCl2	260.0	21.0	90.0	1	Heating	686	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
686	15	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	687	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
687	16	10 mM MgCl2	260.0	21.0	90.0	2	Heating	688	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
688	17	500 mM MgCl2	400.0	90.0	21.0	1	Cooling	689	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
689	18	500 mM MgCl2	400.0	21.0	90.0	1	Heating	690	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
690	19	500 mM MgCl2	400.0	90.0	21.0	2	Cooling	691	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
691	20	500 mM MgCl2	400.0	21.0	90.0	2	Heating	692	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
692	21	100 mM MgCl2	400.0	90.0	21.0	1	Cooling	693	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
693	22	100 mM MgCl2	400.0	21.0	90.0	1	Heating	694	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
694	23	100 mM MgCl2	400.0	90.0	21.0	2	Cooling	695	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
695	24	100 mM MgCl2	400.0	21.0	90.0	2	Heating	696	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
696	25	25 mM MgCl2	400.0	90.0	21.0	1	Cooling	697	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
697	26	25 mM MgCl2	400.0	21.0	90.0	1	Heating	698	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
698	27	25 mM MgCl2	400.0	90.0	21.0	2	Cooling	699	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
699	28	25 mM MgCl2	400.0	21.0	90.0	2	Heating	700	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
700	29	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	701	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
701	30	10 mM MgCl2	400.0	21.0	90.0	1	Heating	702	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
702	31	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	703	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
703	32	10 mM MgCl2	400.0	21.0	90.0	2	Heating	704	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
704	1	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	705	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
705	2	50 mM MgCl2	260.0	21.0	90.0	1	Heating	706	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
706	3	50 mM MgCl2	260.0	90.0	21.0	2	Cooling	707	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
707	4	50 mM MgCl2	260.0	21.0	90.0	2	Heating	708	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
708	5	10 mM CaCl2	260.0	90.0	21.0	1	Cooling	709	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
709	6	10 mM CaCl2	260.0	21.0	90.0	1	Heating	710	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
710	7	10 mM CaCl2	260.0	90.0	21.0	2	Cooling	711	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
711	8	10 mM CaCl2	260.0	21.0	90.0	2	Heating	712	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
712	9	1 mM CaCl2	260.0	90.0	21.0	1	Cooling	713	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
713	10	1 mM CaCl2	260.0	21.0	90.0	1	Heating	714	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
714	11	1 mM CaCl2	260.0	90.0	21.0	2	Cooling	715	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
715	12	1 mM CaCl2	260.0	21.0	90.0	2	Heating	716	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
716	13	0.1 mM CaCl2	260.0	90.0	21.0	1	Cooling	717	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
717	14	0.1 mM CaCl2	260.0	21.0	90.0	1	Heating	718	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
718	15	0.1 mM CaCl2	260.0	90.0	21.0	2	Cooling	719	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
719	16	0.1 mM CaCl2	260.0	21.0	90.0	2	Heating	720	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
720	17	50 mM MgCl2	400.0	90.0	21.0	1	Cooling	721	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
721	18	50 mM MgCl2	400.0	21.0	90.0	1	Heating	722	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
722	19	50 mM MgCl2	400.0	90.0	21.0	2	Cooling	723	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
723	20	50 mM MgCl2	400.0	21.0	90.0	2	Heating	724	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
724	21	10 mM CaCl2	400.0	90.0	21.0	1	Cooling	725	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
725	22	10 mM CaCl2	400.0	21.0	90.0	1	Heating	726	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
726	23	10 mM CaCl2	400.0	90.0	21.0	2	Cooling	727	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
727	24	10 mM CaCl2	400.0	21.0	90.0	2	Heating	728	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
728	25	1 mM CaCl2	400.0	90.0	21.0	1	Cooling	729	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
729	26	1 mM CaCl2	400.0	21.0	90.0	1	Heating	730	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
730	27	1 mM CaCl2	400.0	90.0	21.0	2	Cooling	731	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
731	28	1 mM CaCl2	400.0	21.0	90.0	2	Heating	732	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
732	29	0.1 mM CaCl2	400.0	90.0	21.0	1	Cooling	733	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
733	30	0.1 mM CaCl2	400.0	21.0	90.0	1	Heating	734	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
734	31	0.1 mM CaCl2	400.0	90.0	21.0	2	Cooling	735	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
735	32	0.1 mM CaCl2	400.0	21.0	90.0	2	Heating	736	2023-11-23_RNA_melting_CaCl2_KCl.csv																							
736	1	500 mM CaCl2	260.0	90.0	21.0	1	Cooling	737	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
737	2	500 mM CaCl2	260.0	21.0	90.0	1	Heating	738	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
738	3	500 mM CaCl2	260.0	90.0	21.0	2	Cooling	739	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
739	4	500 mM CaCl2	260.0	21.0	90.0	2	Heating	740	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
740	5	100 mM CaCl2	260.0	90.0	21.0	1	Cooling	741	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
741	6	100 mM CaCl2	260.0	21.0	90.0	1	Heating	742	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
742	7	100 mM CaCl2	260.0	90.0	21.0	2	Cooling	743	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
743	8	100 mM CaCl2	260.0	21.0	90.0	2	Heating	744	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
744	9	50 mM CaCl2	260.0	90.0	21.0	1	Cooling	745	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
745	10	50 mM CaCl2	260.0	21.0	90.0	1	Heating	746	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
746	11	50 mM CaCl2	260.0	90.0	21.0	2	Cooling	747	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
747	12	50 mM CaCl2	260.0	21.0	90.0	2	Heating	748	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
748	13	25 mM CaCl2	260.0	90.0	21.0	1	Cooling	749	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
749	14	25 mM CaCl2	260.0	21.0	90.0	1	Heating	750	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
750	15	25 mM CaCl2	260.0	90.0	21.0	2	Cooling	751	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
751	16	25 mM CaCl2	260.0	21.0	90.0	2	Heating	752	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
752	17	500 mM CaCl2	400.0	90.0	21.0	1	Cooling	753	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
753	18	500 mM CaCl2	400.0	21.0	90.0	1	Heating	754	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
754	19	500 mM CaCl2	400.0	90.0	21.0	2	Cooling	755	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
755	20	500 mM CaCl2	400.0	21.0	90.0	2	Heating	756	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
756	21	100 mM CaCl2	400.0	90.0	21.0	1	Cooling	757	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
757	22	100 mM CaCl2	400.0	21.0	90.0	1	Heating	758	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
758	23	100 mM CaCl2	400.0	90.0	21.0	2	Cooling	759	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
759	24	100 mM CaCl2	400.0	21.0	90.0	2	Heating	760	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
760	25	50 mM CaCl2	400.0	90.0	21.0	1	Cooling	761	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
761	26	50 mM CaCl2	400.0	21.0	90.0	1	Heating	762	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
762	27	50 mM CaCl2	400.0	90.0	21.0	2	Cooling	763	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
763	28	50 mM CaCl2	400.0	21.0	90.0	2	Heating	764	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
764	29	25 mM CaCl2	400.0	90.0	21.0	1	Cooling	765	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
765	30	25 mM CaCl2	400.0	21.0	90.0	1	Heating	766	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
766	31	25 mM CaCl2	400.0	90.0	21.0	2	Cooling	767	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
767	32	25 mM CaCl2	400.0	21.0	90.0	2	Heating	768	2023-11-24_RNA_melting_CaCl2_KCl.csv																							
768	1	4.15 mM KCl	260.0	90.0	21.0	1	Cooling	769	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
769	2	4.15 mM KCl	260.0	21.0	90.0	1	Heating	770	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
770	3	4.15 mM KCl	260.0	90.0	21.0	2	Cooling	771	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
771	4	4.15 mM KCl	260.0	21.0	90.0	2	Heating	772	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
772	5	1.66 mM KCl	260.0	90.0	21.0	1	Cooling	773	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
773	6	1.66 mM KCl	260.0	21.0	90.0	1	Heating	774	2024-01-22_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
