	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	Sample	bg in mM	[Buffer] in mM	Divalent Ion	Monovalent Ion	gi	file_name	Concentration	Concentration Unit	Ion	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS
654	15	0.1 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	655	2023-11-17_RNA_melting_MgCl2_NaCl.csv	0.1	mM	MgCl2																	
655	16	0.1 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	656	2023-11-17_RNA_melting_MgCl2_NaCl.csv	0.1	mM	MgCl2																	
656	17	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	657	2023-11-17_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
657	18	10 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	658	2023-11-17_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
658	19	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	659	2023-11-17_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
659	20	10 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	660	2023-11-17_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
660	21	5 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	661	2023-11-17_RNA_melting_MgCl2_NaCl.csv	5.0	mM	MgCl2																	
661	22	5 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	662	2023-11-17_RNA_melting_MgCl2_NaCl.csv	5.0	mM	MgCl2																	
662	23	5 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	663	2023-11-17_RNA_melting_MgCl2_NaCl.csv	5.0	mM	MgCl2																	
663	24	5 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	664	2023-11-17_RNA_melting_MgCl2_NaCl.csv	5.0	mM	MgCl2																	
664	25	1 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	665	2023-11-17_RNA_melting_MgCl2_NaCl.csv	1.0	mM	MgCl2																	
665	26	1 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	666	2023-11-17_RNA_melting_MgCl2_NaCl.csv	1.0	mM	MgCl2																	
666	27	1 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	667	2023-11-17_RNA_melting_MgCl2_NaCl.csv	1.0	mM	MgCl2																	
667	28	1 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	668	2023-11-17_RNA_melting_MgCl2_NaCl.csv	1.0	mM	MgCl2																	
668	29	0.1 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	669	2023-11-17_RNA_melting_MgCl2_NaCl.csv	0.1	mM	MgCl2																	
669	30	0.1 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	670	2023-11-17_RNA_melting_MgCl2_NaCl.csv	0.1	mM	MgCl2																	
670	31	0.1 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	671	2023-11-17_RNA_melting_MgCl2_NaCl.csv	0.1	mM	MgCl2																	
671	32	0.1 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	672	2023-11-17_RNA_melting_MgCl2_NaCl.csv	0.1	mM	MgCl2																	
672	1	500 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	673	2023-11-20_RNA_melting_MgCl2_NaCl.csv	500.0	mM	MgCl2																	
673	2	500 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	674	2023-11-20_RNA_melting_MgCl2_NaCl.csv	500.0	mM	MgCl2																	
674	3	500 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	675	2023-11-20_RNA_melting_MgCl2_NaCl.csv	500.0	mM	MgCl2																	
675	4	500 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	676	2023-11-20_RNA_melting_MgCl2_NaCl.csv	500.0	mM	MgCl2																	
676	5	100 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	677	2023-11-20_RNA_melting_MgCl2_NaCl.csv	100.0	mM	MgCl2																	
677	6	100 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	678	2023-11-20_RNA_melting_MgCl2_NaCl.csv	100.0	mM	MgCl2																	
678	7	100 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	679	2023-11-20_RNA_melting_MgCl2_NaCl.csv	100.0	mM	MgCl2																	
679	8	100 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	680	2023-11-20_RNA_melting_MgCl2_NaCl.csv	100.0	mM	MgCl2																	
680	9	25 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	681	2023-11-20_RNA_melting_MgCl2_NaCl.csv	25.0	mM	MgCl2																	
681	10	25 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	682	2023-11-20_RNA_melting_MgCl2_NaCl.csv	25.0	mM	MgCl2																	
682	11	25 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	683	2023-11-20_RNA_melting_MgCl2_NaCl.csv	25.0	mM	MgCl2																	
683	12	25 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	684	2023-11-20_RNA_melting_MgCl2_NaCl.csv	25.0	mM	MgCl2																	
684	13	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	685	2023-11-20_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
685	14	10 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	686	2023-11-20_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
686	15	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	687	2023-11-20_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
687	16	10 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	688	2023-11-20_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
688	17	500 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	689	2023-11-20_RNA_melting_MgCl2_NaCl.csv	500.0	mM	MgCl2																	
689	18	500 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	690	2023-11-20_RNA_melting_MgCl2_NaCl.csv	500.0	mM	MgCl2																	
690	19	500 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	691	2023-11-20_RNA_melting_MgCl2_NaCl.csv	500.0	mM	MgCl2																	
691	20	500 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	692	2023-11-20_RNA_melting_MgCl2_NaCl.csv	500.0	mM	MgCl2																	
692	21	100 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	693	2023-11-20_RNA_melting_MgCl2_NaCl.csv	100.0	mM	MgCl2																	
693	22	100 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	694	2023-11-20_RNA_melting_MgCl2_NaCl.csv	100.0	mM	MgCl2																	
694	23	100 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	695	2023-11-20_RNA_melting_MgCl2_NaCl.csv	100.0	mM	MgCl2																	
695	24	100 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	696	2023-11-20_RNA_melting_MgCl2_NaCl.csv	100.0	mM	MgCl2																	
696	25	25 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	697	2023-11-20_RNA_melting_MgCl2_NaCl.csv	25.0	mM	MgCl2																	
697	26	25 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	698	2023-11-20_RNA_melting_MgCl2_NaCl.csv	25.0	mM	MgCl2																	
698	27	25 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	699	2023-11-20_RNA_melting_MgCl2_NaCl.csv	25.0	mM	MgCl2																	
699	28	25 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	700	2023-11-20_RNA_melting_MgCl2_NaCl.csv	25.0	mM	MgCl2																	
700	29	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	701	2023-11-20_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
701	30	10 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	702	2023-11-20_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
702	31	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Mg(II)	Na(I)	703	2023-11-20_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
703	32	10 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Mg(II)	Na(I)	704	2023-11-20_RNA_melting_MgCl2_NaCl.csv	10.0	mM	MgCl2																	
704	1	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	705	2023-11-23_RNA_melting_CaCl2_KCl.csv	50.0	mM	MgCl2																	
705	2	50 mM MgCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	706	2023-11-23_RNA_melting_CaCl2_KCl.csv	50.0	mM	MgCl2																	
706	3	50 mM MgCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	707	2023-11-23_RNA_melting_CaCl2_KCl.csv	50.0	mM	MgCl2																	
707	4	50 mM MgCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	708	2023-11-23_RNA_melting_CaCl2_KCl.csv	50.0	mM	MgCl2																	
708	5	10 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	709	2023-11-23_RNA_melting_CaCl2_KCl.csv	10.0	mM	CaCl2																	
709	6	10 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	710	2023-11-23_RNA_melting_CaCl2_KCl.csv	10.0	mM	CaCl2																	
710	7	10 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	711	2023-11-23_RNA_melting_CaCl2_KCl.csv	10.0	mM	CaCl2																	
711	8	10 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	712	2023-11-23_RNA_melting_CaCl2_KCl.csv	10.0	mM	CaCl2																	
712	9	1 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	713	2023-11-23_RNA_melting_CaCl2_KCl.csv	1.0	mM	CaCl2																	
713	10	1 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	714	2023-11-23_RNA_melting_CaCl2_KCl.csv	1.0	mM	CaCl2																	
714	11	1 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	715	2023-11-23_RNA_melting_CaCl2_KCl.csv	1.0	mM	CaCl2																	
715	12	1 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	716	2023-11-23_RNA_melting_CaCl2_KCl.csv	1.0	mM	CaCl2																	
716	13	0.1 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	717	2023-11-23_RNA_melting_CaCl2_KCl.csv	0.1	mM	CaCl2																	
717	14	0.1 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	718	2023-11-23_RNA_melting_CaCl2_KCl.csv	0.1	mM	CaCl2																	
718	15	0.1 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	719	2023-11-23_RNA_melting_CaCl2_KCl.csv	0.1	mM	CaCl2																	
719	16	0.1 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	720	2023-11-23_RNA_melting_CaCl2_KCl.csv	0.1	mM	CaCl2																	
720	17	50 mM MgCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	721	2023-11-23_RNA_melting_CaCl2_KCl.csv	50.0	mM	MgCl2																	
721	18	50 mM MgCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	722	2023-11-23_RNA_melting_CaCl2_KCl.csv	50.0	mM	MgCl2																	
722	19	50 mM MgCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	723	2023-11-23_RNA_melting_CaCl2_KCl.csv	50.0	mM	MgCl2																	
723	20	50 mM MgCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	724	2023-11-23_RNA_melting_CaCl2_KCl.csv	50.0	mM	MgCl2																	
724	21	10 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	725	2023-11-23_RNA_melting_CaCl2_KCl.csv	10.0	mM	CaCl2																	
725	22	10 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	726	2023-11-23_RNA_melting_CaCl2_KCl.csv	10.0	mM	CaCl2																	
726	23	10 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	727	2023-11-23_RNA_melting_CaCl2_KCl.csv	10.0	mM	CaCl2																	
727	24	10 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	728	2023-11-23_RNA_melting_CaCl2_KCl.csv	10.0	mM	CaCl2																	
728	25	1 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	729	2023-11-23_RNA_melting_CaCl2_KCl.csv	1.0	mM	CaCl2																	
729	26	1 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	730	2023-11-23_RNA_melting_CaCl2_KCl.csv	1.0	mM	CaCl2																	
730	27	1 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	731	2023-11-23_RNA_melting_CaCl2_KCl.csv	1.0	mM	CaCl2																	
731	28	1 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	732	2023-11-23_RNA_melting_CaCl2_KCl.csv	1.0	mM	CaCl2																	
732	29	0.1 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	733	2023-11-23_RNA_melting_CaCl2_KCl.csv	0.1	mM	CaCl2																	
733	30	0.1 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	734	2023-11-23_RNA_melting_CaCl2_KCl.csv	0.1	mM	CaCl2																	
734	31	0.1 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	735	2023-11-23_RNA_melting_CaCl2_KCl.csv	0.1	mM	CaCl2																	
735	32	0.1 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	736	2023-11-23_RNA_melting_CaCl2_KCl.csv	0.1	mM	CaCl2																	
736	1	500 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	737	2023-11-24_RNA_melting_CaCl2_KCl.csv	500.0	mM	CaCl2																	
737	2	500 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	738	2023-11-24_RNA_melting_CaCl2_KCl.csv	500.0	mM	CaCl2																	
738	3	500 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	739	2023-11-24_RNA_melting_CaCl2_KCl.csv	500.0	mM	CaCl2																	
739	4	500 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	740	2023-11-24_RNA_melting_CaCl2_KCl.csv	500.0	mM	CaCl2																	
740	5	100 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	741	2023-11-24_RNA_melting_CaCl2_KCl.csv	100.0	mM	CaCl2																	
741	6	100 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	742	2023-11-24_RNA_melting_CaCl2_KCl.csv	100.0	mM	CaCl2																	
742	7	100 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	743	2023-11-24_RNA_melting_CaCl2_KCl.csv	100.0	mM	CaCl2																	
743	8	100 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	744	2023-11-24_RNA_melting_CaCl2_KCl.csv	100.0	mM	CaCl2																	
744	9	50 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	745	2023-11-24_RNA_melting_CaCl2_KCl.csv	50.0	mM	CaCl2																	
745	10	50 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	746	2023-11-24_RNA_melting_CaCl2_KCl.csv	50.0	mM	CaCl2																	
746	11	50 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	747	2023-11-24_RNA_melting_CaCl2_KCl.csv	50.0	mM	CaCl2																	
747	12	50 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	748	2023-11-24_RNA_melting_CaCl2_KCl.csv	50.0	mM	CaCl2																	
748	13	25 mM CaCl2	260.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	749	2023-11-24_RNA_melting_CaCl2_KCl.csv	25.0	mM	CaCl2																	
749	14	25 mM CaCl2	260.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	750	2023-11-24_RNA_melting_CaCl2_KCl.csv	25.0	mM	CaCl2																	
750	15	25 mM CaCl2	260.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	751	2023-11-24_RNA_melting_CaCl2_KCl.csv	25.0	mM	CaCl2																	
751	16	25 mM CaCl2	260.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	752	2023-11-24_RNA_melting_CaCl2_KCl.csv	25.0	mM	CaCl2																	
752	17	500 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	753	2023-11-24_RNA_melting_CaCl2_KCl.csv	500.0	mM	CaCl2																	
753	18	500 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	754	2023-11-24_RNA_melting_CaCl2_KCl.csv	500.0	mM	CaCl2																	
754	19	500 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	755	2023-11-24_RNA_melting_CaCl2_KCl.csv	500.0	mM	CaCl2																	
755	20	500 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	756	2023-11-24_RNA_melting_CaCl2_KCl.csv	500.0	mM	CaCl2																	
756	21	100 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	757	2023-11-24_RNA_melting_CaCl2_KCl.csv	100.0	mM	CaCl2																	
757	22	100 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	758	2023-11-24_RNA_melting_CaCl2_KCl.csv	100.0	mM	CaCl2																	
758	23	100 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	759	2023-11-24_RNA_melting_CaCl2_KCl.csv	100.0	mM	CaCl2																	
759	24	100 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	760	2023-11-24_RNA_melting_CaCl2_KCl.csv	100.0	mM	CaCl2																	
760	25	50 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	761	2023-11-24_RNA_melting_CaCl2_KCl.csv	50.0	mM	CaCl2																	
761	26	50 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	762	2023-11-24_RNA_melting_CaCl2_KCl.csv	50.0	mM	CaCl2																	
762	27	50 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	763	2023-11-24_RNA_melting_CaCl2_KCl.csv	50.0	mM	CaCl2																	
763	28	50 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	764	2023-11-24_RNA_melting_CaCl2_KCl.csv	50.0	mM	CaCl2																	
764	29	25 mM CaCl2	400.0	90.0	21.0	1	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	765	2023-11-24_RNA_melting_CaCl2_KCl.csv	25.0	mM	CaCl2																	
765	30	25 mM CaCl2	400.0	21.0	90.0	1	Heating	RNA	116.0	20.0	Ca(II)	K(I)	766	2023-11-24_RNA_melting_CaCl2_KCl.csv	25.0	mM	CaCl2																	
766	31	25 mM CaCl2	400.0	90.0	21.0	2	Cooling	RNA	116.0	20.0	Ca(II)	K(I)	767	2023-11-24_RNA_melting_CaCl2_KCl.csv	25.0	mM	CaCl2																	
767	32	25 mM CaCl2	400.0	21.0	90.0	2	Heating	RNA	116.0	20.0	Ca(II)	K(I)	768	2023-11-24_RNA_melting_CaCl2_KCl.csv	25.0	mM	CaCl2																	
768	1	4.15 mM KCl	260.0	90.0	21.0	1	Cooling						769	2024-01-22_RNA_melting_HEPES_KCl.csv																				
769	2	4.15 mM KCl	260.0	21.0	90.0	1	Heating						770	2024-01-22_RNA_melting_HEPES_KCl.csv																				
770	3	4.15 mM KCl	260.0	90.0	21.0	2	Cooling						771	2024-01-22_RNA_melting_HEPES_KCl.csv																				
771	4	4.15 mM KCl	260.0	21.0	90.0	2	Heating						772	2024-01-22_RNA_melting_HEPES_KCl.csv																				
772	5	1.66 mM KCl	260.0	90.0	21.0	1	Cooling						773	2024-01-22_RNA_melting_HEPES_KCl.csv																				
773	6	1.66 mM KCl	260.0	21.0	90.0	1	Heating						774	2024-01-22_RNA_melting_HEPES_KCl.csv																				
774	7	1.66 mM KCl	260.0	90.0	21.0	2	Cooling						775	2024-01-22_RNA_melting_HEPES_KCl.csv																				
775	8	1.66 mM KCl	260.0	21.0	90.0	2	Heating						776	2024-01-22_RNA_melting_HEPES_KCl.csv																				
776	9	0.8 mM KCl	260.0	90.0	21.0	1	Cooling						777	2024-01-22_RNA_melting_HEPES_KCl.csv																				
777	10	0.8 mM KCl	260.0	21.0	90.0	1	Heating						778	2024-01-22_RNA_melting_HEPES_KCl.csv																				
778	11	0.8 mM KCl	260.0	90.0	21.0	2	Cooling						779	2024-01-22_RNA_melting_HEPES_KCl.csv																				
779	12	0.8 mM KCl	260.0	21.0	90.0	2	Heating						780	2024-01-22_RNA_melting_HEPES_KCl.csv																				
780	13	0.08 mM KCl	260.0	90.0	21.0	1	Cooling						781	2024-01-22_RNA_melting_HEPES_KCl.csv																				
781	14	0.08 mM KCl	260.0	21.0	90.0	1	Heating						782	2024-01-22_RNA_melting_HEPES_KCl.csv																				
782	15	0.08 mM KCl	260.0	90.0	21.0	2	Cooling						783	2024-01-22_RNA_melting_HEPES_KCl.csv																				
783	16	0.08 mM KCl	260.0	21.0	90.0	2	Heating						784	2024-01-22_RNA_melting_HEPES_KCl.csv																				
784	17	4.15 mM KCl	400.0	90.0	21.0	1	Cooling						785	2024-01-22_RNA_melting_HEPES_KCl.csv																				
785	18	4.15 mM KCl	400.0	21.0	90.0	1	Heating						786	2024-01-22_RNA_melting_HEPES_KCl.csv																				
786	19	4.15 mM KCl	400.0	90.0	21.0	2	Cooling						787	2024-01-22_RNA_melting_HEPES_KCl.csv																				
787	20	4.15 mM KCl	400.0	21.0	90.0	2	Heating						788	2024-01-22_RNA_melting_HEPES_KCl.csv																				
788	21	1.66 mM KCl	400.0	90.0	21.0	1	Cooling						789	2024-01-22_RNA_melting_HEPES_KCl.csv																				
789	22	1.66 mM KCl	400.0	21.0	90.0	1	Heating						790	2024-01-22_RNA_melting_HEPES_KCl.csv																				
790	23	1.66 mM KCl	400.0	90.0	21.0	2	Cooling						791	2024-01-22_RNA_melting_HEPES_KCl.csv																				
791	24	1.66 mM KCl	400.0	21.0	90.0	2	Heating						792	2024-01-22_RNA_melting_HEPES_KCl.csv																				
792	25	0.8 mM KCl	400.0	90.0	21.0	1	Cooling						793	2024-01-22_RNA_melting_HEPES_KCl.csv																				
793	26	0.8 mM KCl	400.0	21.0	90.0	1	Heating						794	2024-01-22_RNA_melting_HEPES_KCl.csv																				
794	27	0.8 mM KCl	400.0	90.0	21.0	2	Cooling						795	2024-01-22_RNA_melting_HEPES_KCl.csv																				
795	28	0.8 mM KCl	400.0	21.0	90.0	2	Heating						796	2024-01-22_RNA_melting_HEPES_KCl.csv																				
796	29	0.08 mM KCl	400.0	90.0	21.0	1	Cooling						797	2024-01-22_RNA_melting_HEPES_KCl.csv																				
797	30	0.08 mM KCl	400.0	21.0	90.0	1	Heating						798	2024-01-22_RNA_melting_HEPES_KCl.csv																				
798	31	0.08 mM KCl	400.0	90.0	21.0	2	Cooling						799	2024-01-22_RNA_melting_HEPES_KCl.csv																				
799	32	0.08 mM KCl	400.0	21.0	90.0	2	Heating						800	2024-01-22_RNA_melting_HEPES_KCl.csv																				
800	1	26 mM KCl	260.0	90.0	21.0	1	Cooling						801	2024-01-25_RNA_melting_KCl.csv																				
801	2	26 mM KCl	260.0	21.0	90.0	1	Heating						802	2024-01-25_RNA_melting_KCl.csv																				
